0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1194467, 21199, 30072, 26607, 1194886, 32042, 38788, 43790, 1195305, 23237, 30367, 40061
1200467, 21201, 30066, 26608, 1200886, 32043, 38790, 43794, 1201305, 23239, 30367, 40064
1206467, 21201, 30072, 26605, 1206886, 32046, 38790, 43796, 1207306, 23240, 30367, 40067
1212467, 21199, 30071, 26606, 1212887, 32043, 38791, 43795, 1213306, 23239, 30367, 40062
1218467, 21203, 30067, 26602, 1218886, 32046, 38789, 43790, 1219306, 23241, 30366, 40062
1224467, 21203, 30068, 26608, 1224886, 32041, 38791, 43789, 1225305, 23238, 30364, 40063
1230467, 21201, 30065, 26607, 1230886, 32042, 38789, 43793, 1231305, 23239, 30365, 40059
1236467, 21205, 30070, 26609, 1236886, 32043, 38787, 43791, 1237306, 23236, 30369, 40065
1242467, 21201, 30069, 26611, 1242886, 32042, 38790, 43790, 1243305, 23236, 30364, 40060
1248466, 21201, 30065, 26609, 1248885, 32046, 38791, 43791, 1249304, 23238, 30363, 40060
1254466, 21202, 30070, 26612, 1254885, 32044, 38793, 43793, 1255304, 23239, 30369, 40061
1260466, 21196, 30069, 26605, 1260885, 32039, 38790, 43793, 1261305, 23235, 30368, 40065
1266466, 21199, 30067, 26613, 1266885, 32046, 38791, 43787, 1267304, 23240, 30366, 40063
1272466, 21200, 30067, 26607, 1272886, 32044, 38790, 43794, 1273305, 23237, 30368, 40063
1278466, 21199, 30070, 26613, 1278885, 32041, 38792, 43792, 1279304, 23238, 30369, 40066
1284466, 21201, 30071, 26609, 1284885, 32044, 38790, 43792, 1285304, 23240, 30367, 40061
1290466, 21200, 30073, 26606, 1290885, 32043, 38790, 43791, 1291305, 23239, 30367, 40063
1296466, 21202, 30067, 26603, 1296885, 32041, 38788, 43792, 1297304, 23239, 30370, 40065
1302466, 21204, 30067, 26606, 1302885, 32042, 38789, 43794, 1303304, 23237, 30367, 40062
1308466, 21202, 30066, 26606, 1308885, 32041, 38787, 43795, 1309304, 23236, 30366, 40064
1314464, 21201, 30070, 26609, 1314884, 32042, 38792, 43793, 1315303, 23237, 30369, 40063
1320465, 21202, 30071, 26603, 1320884, 32044, 38792, 43797, 1321303, 23237, 30367, 40064
1326465, 21199, 30069, 26607, 1326884, 32041, 38792, 43793, 1327303, 23235, 30370, 40063
1332465, 21203, 30069, 26607, 1332884, 32044, 38791, 43793, 1333304, 23236, 30362, 40061
1338465, 21203, 30069, 26612, 1338884, 32044, 38790, 43792, 1339303, 23235, 30367, 40062
1344464, 21201, 30069, 26607, 1344884, 32042, 38792, 43795, 1345303, 23238, 30370, 40064
1350465, 21203, 30070, 26608, 1350884, 32044, 38793, 43798, 1351303, 23238, 30367, 40058
1356465, 21200, 30069, 26614, 1356884, 32044, 38791, 43795, 1357303, 23239, 30367, 40060
1362465, 21200, 30066, 26610, 1362884, 32045, 38790, 43791, 1363303, 23238, 30365, 40063
1368465, 21203, 30068, 26609, 1368884, 32047, 38792, 43793, 1369304, 23240, 30368, 40064
1374464, 21202, 30069, 26604, 1374884, 32044, 38793, 43798, 1375303, 23237, 30364, 40067
1380464, 21202, 30068, 26612, 1380883, 32044, 38791, 43795, 1381302, 23238, 30369, 40062
1386464, 21202, 30068, 26607, 1386883, 32046, 38790, 43792, 1387302, 23238, 30369, 40063
1392464, 21200, 30070, 26608, 1392883, 32043, 38791, 43799, 1393302, 23236, 30368, 40063
1398463, 21200, 30070, 26607, 1398883, 32045, 38792, 43796, 1399302, 23238, 30366, 40063
1404464, 21202, 30069, 26615, 1404883, 32045, 38794, 43791, 1405302, 23237, 30369, 40064
1410464, 21198, 30071, 26615, 1410883, 32041, 38789, 43794, 1411303, 23234, 30369, 40064
1416464, 21203, 30067, 26611, 1416883, 32043, 38793, 43797, 1417303, 23236, 30373, 40063
1422464, 21204, 30069, 26608, 1422883, 32044, 38793, 43795, 1423302, 23236, 30368, 40059
